duplicate_group_id,document_id,duplicate_type,compared_document_id,sha256_match,recommended_action,notes
EXACT-032cdee1dbb9,GDL-7c4d8ed7f6bf,exact_duplicate,GDL-7c4d8ed7f6bf,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-521DDD11C144/versions/2020-08-26_1035178/full_text/한국교통대학교 생활관 통합 운영 및 안전관리 지침.hwp
EXACT-03fde0bb2acb,GDL-1cb62403f911,exact_duplicate,GDL-1cb62403f911,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-40B3417856BD/versions/2023-10-18_1064192/full_text/한국교통대학교 공무원 인사 지침(2023.10.18.자 공포 지침제506호).hwp
EXACT-042afaedefa1,GDL-e4f7344f8716,exact_duplicate,GDL-e4f7344f8716,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-801125AD540F/versions/2024-01-29_1066704/other/강의관리지침 일부개정(안)(제522호 2024.1.29).hwp
EXACT-04d81e599155,GDL-fa4e6c45fa6c,exact_duplicate,GDL-fa4e6c45fa6c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-577F3162A077/versions/2021-10-15_1045912/other/한국교통대학교 국립대학 육성사업 관리 운영 지침 일부개정(2021.10.15. 지침 제391호).hwp
EXACT-0576afa965ab,GDL-51580326b137,exact_duplicate,GDL-51580326b137,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7EA6933A9DFD/versions/2021-06-08_1042923/other/조교 성과급 지급 지침 일부개정(2021.6.7. 제371호).hwp
EXACT-05d3f22493b7,GDL-f2f8b1295412,exact_duplicate,GDL-f2f8b1295412,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D2124BB316B4/versions/2024-02-22_1067364/full_text/한국교통대학교 학생자치기구 선거 시행세칙 전문(2024.02.22.).hwp
EXACT-05eea1d9a093,GDL-1cb62403f911,exact_duplicate,GDL-1cb62403f911,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-40B3417856BD/versions/2024-11-29_1075343/full_text/국립한국교통대학교 공무원 인사지침(지침 제578호).hwp
EXACT-062f8ca24d10,GDL-b784a269717a,exact_duplicate,GDL-b784a269717a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-911CEE87686F/versions/2018-04-23_1016744/other/한국교통대학교 교직원 행동강령(2018.4.23.시행).hwp
EXACT-067512344aba,GDL-b2e69b89f754,exact_duplicate,GDL-b2e69b89f754,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-85D7B765E265/versions/2018-09-13_1019241/full_text/전임교원 강의책임시간 감면지침.hwp
EXACT-0695667a5b8c,GDL-c44a286d7da0,exact_duplicate,GDL-c44a286d7da0,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/취업창업지원과/GUIDE-2572C6E2192D_산학협동교육 운영에 관한 지침 2016 0216/산학협동교육 운영에 관한 지침(2016 0216).hwp
EXACT-0695667a5b8c,GDL-c44a286d7da0,exact_duplicate,GDL-c44a286d7da0,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-2572C6E2192D/versions/2016-02-01_5114/full_text/산학협동교육 운영에 관한 지침(2016 0216).hwp
EXACT-06c827acebcd,GDL-412facc66d0c,exact_duplicate,GDL-412facc66d0c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-066C9D147E50_산학협력단 학술연구논문게재 등 지원지침/3.학술연구(논문게재-등)지원지침[1].pdf
EXACT-06c827acebcd,GDL-412facc66d0c,exact_duplicate,GDL-412facc66d0c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-066C9D147E50/versions/2017-02-25_5133/full_text/3.학술연구(논문게재-등)지원지침[1].pdf
EXACT-06de0a9a0b58,GDL-de27d4f0d61c,exact_duplicate,GDL-de27d4f0d61c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/T-SAFE사업단/GUIDE-4DA9173D4A4D_IPP형 일학습병행제 운영 지침/IPP형 일학습병행제 운영 지침.hwp
EXACT-06de0a9a0b58,GDL-de27d4f0d61c,exact_duplicate,GDL-de27d4f0d61c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-4DA9173D4A4D/versions/2018-02-01_1025842/full_text/IPP형 일학습병행제 운영 지침.hwp
EXACT-07773efb8ee2,GDL-bbca8db513dc,exact_duplicate,GDL-bbca8db513dc,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/학생과/GUIDE-232FE900D5A7_보건실 운영 지침 ,/호한국교통대학교 보건실 운영 지침(제377호).hwp"
EXACT-07773efb8ee2,GDL-bbca8db513dc,exact_duplicate,GDL-bbca8db513dc,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-232FE900D5A7/versions/2021-06-23_1043339/full_text/호한국교통대학교 보건실 운영 지침(제377호).hwp
EXACT-07c68bcd4f6f,GDL-48778f914b35,exact_duplicate,GDL-48778f914b35,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6BBEE6543AB2/versions/2019-11-05_1028267/comparison_table/총학생회 회칙_신구조문 대비표.hwp
EXACT-0853f33aa619,GDL-c1e3e6bf93e7,exact_duplicate,GDL-c1e3e6bf93e7,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-51C0961F9EE0/versions/2020-07-16_1034082/full_text/한국교통대학교 대학혁신지원사업 관리 운영 지침(2020.07.16. 지침 제276호).hwp
EXACT-08bb21b52119,GDL-48778f914b35,exact_duplicate,GDL-48778f914b35,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6BBEE6543AB2/versions/2026-02-02_1086138/amendment_reason/개정사유(국립한국교통대학교 총학생회 회칙)_20260202.hwp
EXACT-08d5154e53c6,GDL-58f23ff8ca5c,exact_duplicate,GDL-58f23ff8ca5c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-706FDF5F2655/versions/2023-01-10_1058125/other/총장임용입후보자 연구진실성 검증을 위한 조사위원회 구성 및 운영에 관한 세칙 일부개정.hwp
EXACT-095dcb167194,GDL-ce9aed29331a,exact_duplicate,GDL-ce9aed29331a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학사관리과/GUIDE-3320B10D302B_학생 지도교수제 운영 지침 일부/학생 지도교수제 운영 지침 (개정 2020.10.26. 지침 제304호).hwp
EXACT-095dcb167194,GDL-ce9aed29331a,exact_duplicate,GDL-ce9aed29331a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-3320B10D302B/versions/2020-10-26_1036729/full_text/학생 지도교수제 운영 지침 (개정 2020.10.26. 지침 제304호).hwp
EXACT-09a2124c7ea6,GDL-33f7ca2c2d3e,exact_duplicate,GDL-33f7ca2c2d3e,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7E193B1C5860/versions/2015-04-21_5083/full_text/사회봉사활동 학점 인정 지침.hwp
EXACT-09e06fa85da6,GDL-2fbe2f0ce247,exact_duplicate,GDL-2fbe2f0ce247,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/증평생활관/GUIDE-081D60B1A8A5_증평생활관 관생생활수칙/증평생활관 관생생활수칙.hwp
EXACT-09e06fa85da6,GDL-2fbe2f0ce247,exact_duplicate,GDL-2fbe2f0ce247,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-081D60B1A8A5/versions/2024-08-01_1072213/other/증평생활관 관생생활수칙.hwp
EXACT-0a015b726ad6,GDL-5a0266d9412d,exact_duplicate,GDL-5a0266d9412d,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-070681CEBC0E_지역사회와 상생협력 및 공동발전에 관한 지침/20170501_지역사회와 상생협력 및 공동발전에 관한 지침[1].hwp
EXACT-0a015b726ad6,GDL-5a0266d9412d,exact_duplicate,GDL-5a0266d9412d,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-070681CEBC0E/versions/2017-05-01_1008364/full_text/20170501_지역사회와 상생협력 및 공동발전에 관한 지침[1].hwp
EXACT-0ad8a3165e6f,GDL-e990c0096dda,exact_duplicate,GDL-e990c0096dda,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/교무과/GUIDE-C4EF01B3A195_교원 성과급적 연봉제 및 교원 업적평가 운영지침 24.7.30/국립한국교통대학교 교원 성과급적 연봉제 및 교원 업적평가 운영지침(24.7.30. 지침 제565호).hwp
EXACT-0ad8a3165e6f,GDL-e990c0096dda,exact_duplicate,GDL-e990c0096dda,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-C4EF01B3A195/versions/2024-07-31_1072032/full_text/국립한국교통대학교 교원 성과급적 연봉제 및 교원 업적평가 운영지침(24.7.30. 지침 제565호).hwp
EXACT-0b10d828aff6,GDL-def4cb27d978,exact_duplicate,GDL-def4cb27d978,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-19AA0C0541F0/versions/2021-09-02_1044832/full_text/한국교통대학교 정책연구과제 관리 지침 전부개정(안).hwp
EXACT-0b42929e644e,GDL-b94734397f62,exact_duplicate,GDL-b94734397f62,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/교무과/GUIDE-126ADF79FD69_공무국외여행 심사지침/붙임3_공포문_공무국외여행심사지침 폐지.hwp
EXACT-0b42929e644e,GDL-b94734397f62,exact_duplicate,GDL-b94734397f62,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-126ADF79FD69/versions/2017-11-20_1012208/full_text/붙임3_공포문_공무국외여행심사지침 폐지.hwp
EXACT-0b6b632b0703,GDL-8b91707d85dd,exact_duplicate,GDL-8b91707d85dd,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-ED07F00EEE2E/versions/2020-09-29_1035914/other/원격수업 운영지침 일부개정(2020. 9. 29. 제299호).hwp
EXACT-0b6ec5e4a3a9,GDL-014864517d11,exact_duplicate,GDL-014864517d11,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/장애학생지원센터/GUIDE-256A4E286296_장애학생 학점등록제 운영 지침/장애학생 학점등록제 운영 지침.hwp
EXACT-0b6ec5e4a3a9,GDL-014864517d11,exact_duplicate,GDL-014864517d11,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-256A4E286296/versions/2024-07-10_1071417/full_text/장애학생 학점등록제 운영 지침.hwp
EXACT-0b7a692094a9,GDL-ac0f14063c5a,exact_duplicate,GDL-ac0f14063c5a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-AEA00C225CDC/versions/2017-04-20_1007950/full_text/한국교통대학교 전임교원 신규채용 전형지침_20170420_지침제114호.hwp
EXACT-0baa33d36f1e,GDL-bd2fb46667a7,exact_duplicate,GDL-bd2fb46667a7,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-4F6ABD6A0FCB/versions/2021-06-04_1042853/full_text/한국교통대학교 연구비관리규정 세부시행지침.hwp
EXACT-0c201b77c88b,GDL-8c80f570ece4,exact_duplicate,GDL-8c80f570ece4,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/철도HRD센터/GUIDE-DF1FDBBAF040_철도HRD센터 운영 지침 일부/국립한국교통대학교 철도HRD센터 운영 지침 일부개정(안).hwp
EXACT-0c201b77c88b,GDL-8c80f570ece4,exact_duplicate,GDL-8c80f570ece4,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-DF1FDBBAF040/versions/2025-04-17_1078893/other/국립한국교통대학교 철도HRD센터 운영 지침 일부개정(안).hwp
EXACT-0c42579d5851,GDL-9e444aafc07a,exact_duplicate,GDL-9e444aafc07a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-14C687D37715/versions/2016-11-28_5130/full_text/교원 성과급적연봉제 및 교원 업적평가 운영지침.hwp
EXACT-0ce923aaf346,GDL-8996d767d6e8,exact_duplicate,GDL-8996d767d6e8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A171780FE5F6/versions/2016-11-07_5106/full_text/교육수요자 만족도 관리 지침 개정(2016.11.7 제106호).hwp
EXACT-0d37b4ceb74b,GDL-ff22eab74f58,exact_duplicate,GDL-ff22eab74f58,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/대학원/GUIDE-D549799BF765_대학원 장학 운영 지침/대학원 장학 운영 지침.hwp
EXACT-0d37b4ceb74b,GDL-ff22eab74f58,exact_duplicate,GDL-ff22eab74f58,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D549799BF765/versions/2019-12-02_1028782/full_text/대학원 장학 운영 지침.hwp
EXACT-0d901c723a7f,GDL-343e3affdf72,exact_duplicate,GDL-343e3affdf72,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7E539D053E6C/versions/2019-12-30_1029416/amendment_reason/개정사유 및 신구조문대비표.hwp
EXACT-0d95166f504c,GDL-6fb72e196639,exact_duplicate,GDL-6fb72e196639,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학혁신지원단/GUIDE-455F4866B490_특화산업별 산업체협업센터 ICC 운영 지침/한국교통대학교 특화산업별 산업체협업센터(ICC) 운영지침 일부개정 전문안.hwp
EXACT-0d95166f504c,GDL-6fb72e196639,exact_duplicate,GDL-6fb72e196639,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-455F4866B490/versions/2021-02-18_1040101/full_text/한국교통대학교 특화산업별 산업체협업센터(ICC) 운영지침 일부개정 전문안.hwp
EXACT-0dd440e02a03,GDL-48778f914b35,exact_duplicate,GDL-48778f914b35,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6BBEE6543AB2/versions/2025-11-30_1084289/amendment_reason/개정사유(국립한국교통대학교 총학생회 회칙)20251130.hwp
EXACT-0e52876cb381,GDL-12dc17c1702e,exact_duplicate,GDL-12dc17c1702e,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-78C789A00BC9_SCI급 논문 영문교정 지원 지침/8-SCI급논문영문교정지원지침.hwp
EXACT-0e52876cb381,GDL-12dc17c1702e,exact_duplicate,GDL-12dc17c1702e,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-78C789A00BC9/versions/2015-04-20_5068/full_text/8-SCI급논문영문교정지원지침.hwp
EXACT-0e95c88d2861,GDL-093759538124,exact_duplicate,GDL-093759538124,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/평생교육원의왕분원/GUIDE-81AF4B6BA95B_철도차량운전면허센터 운영지침/철도차량운전면허센터 운영지침 전문(13차 개정-제243호).hwp
EXACT-0e95c88d2861,GDL-093759538124,exact_duplicate,GDL-093759538124,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-81AF4B6BA95B/versions/2020-01-02_1029643/full_text/철도차량운전면허센터 운영지침 전문(13차 개정-제243호).hwp
EXACT-0f0c4a66fdb3,GDL-be86f4cd3cbe,exact_duplicate,GDL-be86f4cd3cbe,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A280EC7C3BB8/versions/2021-12-07_1047443/other/'KNUT 글로벌 인재' 연수 프로그램 운영지침 일부개정.hwp
EXACT-11533831ac6a,GDL-f4a1b4b77180,exact_duplicate,GDL-f4a1b4b77180,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/제2행정실/GUIDE-04159B5799E9_대학원 교육조교 및 연구조교 운영 지침/한국교통대학교 대학원 교육조교 및 연구조교 운영 지침.hwp
EXACT-11533831ac6a,GDL-f4a1b4b77180,exact_duplicate,GDL-f4a1b4b77180,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-04159B5799E9/versions/2022-02-25_1049911/full_text/한국교통대학교 대학원 교육조교 및 연구조교 운영 지침.hwp
EXACT-11a649eb3394,GDL-fb866888334d,exact_duplicate,GDL-fb866888334d,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-44E52876592F/versions/2017-05-01_1008337/full_text/2. 교육연구학생지도 비용 지급에 관한 지침 개정.hwp
EXACT-1201f77cbdee,GDL-7de67b55727c,exact_duplicate,GDL-7de67b55727c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-69E031E39ED6/versions/2015-01-06_5112/full_text/2015.1.6 한국교통대학교 시설사용료 지침.hwp
EXACT-12301d73f241,GDL-cf67514debf1,exact_duplicate,GDL-cf67514debf1,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6219A7B1742B/versions/2015-04-20_5064/full_text/3-학술연구(논문게재등)지원지침(최종).hwp
EXACT-1280f7005ee2,GDL-fb866888334d,exact_duplicate,GDL-fb866888334d,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-44E52876592F/versions/2016-05-13_5119/full_text/교육연구학생지도 비용 지급에 관한 지침(2016.5.13.).hwp
EXACT-12a8b038a2db,GDL-343e3affdf72,exact_duplicate,GDL-343e3affdf72,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7E539D053E6C/versions/2020-08-04_1034586/amendment_reason/개정사유 및 신구조문대비표.hwp
EXACT-132ac8478032,GDL-8b91707d85dd,exact_duplicate,GDL-8b91707d85dd,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-ED07F00EEE2E/versions/2024-05-14_1069675/full_text/원격수업 운영지침(2024.5.14.제549호).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/snapshots/smoke/current/학생과/GUIDE-962DB64BD98A_총학생회칙/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/snapshots/smoke/archive/GUIDE-962DB64BD98A/versions/2026-04-01_1121254/amendment_text/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/snapshots/smoke/archive/GUIDE-962DB64BD98A/versions/2026-04-01_1121254/full_text/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/raw/posts/1121254/attachments/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학생과/GUIDE-962DB64BD98A_총학생회칙/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-13c031351f3e,GDL-5dbe8ba19618,exact_duplicate,GDL-5dbe8ba19618,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-962DB64BD98A/versions/2026-04-01_1121254/full_text/국립한국교통대학교 총학생회칙 전문(2026.04.01.개정안).hwp
EXACT-144f2501dfc6,GDL-07549ddbcb07,exact_duplicate,GDL-07549ddbcb07,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/입학관리과/GUIDE-7ECA48C84DDA_학생부종합전형 운영 지침/학생부종합전형 운영 지침(2018.9.10.지침 제178호).hwp
EXACT-144f2501dfc6,GDL-07549ddbcb07,exact_duplicate,GDL-07549ddbcb07,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7ECA48C84DDA/versions/2018-09-10_1019153/full_text/학생부종합전형 운영 지침(2018.9.10.지침 제178호).hwp
EXACT-14510e152ca1,GDL-b2e69b89f754,exact_duplicate,GDL-b2e69b89f754,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-85D7B765E265/versions/2025-03-14_1078006/other/국립한국교통대학교 전임교원 강의책임시간 감면 지침 일부개정.hwp
EXACT-14b35a5a9095,GDL-48778f914b35,exact_duplicate,GDL-48778f914b35,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6BBEE6543AB2/versions/2025-09-10_1082766/amendment_reason/개정사유(국립한국교통대학교 총학생회 회칙)20250910.hwp
EXACT-152a7318668f,GDL-3afd0a072385,exact_duplicate,GDL-3afd0a072385,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학생과/GUIDE-1DEB586E6820_학생자치기구 선거 세칙/학생자치기구 선거 시행세칙_2019.11.5. 지침 제233호.hwp
EXACT-152a7318668f,GDL-3afd0a072385,exact_duplicate,GDL-3afd0a072385,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1DEB586E6820/versions/2019-11-05_1028266/full_text/학생자치기구 선거 시행세칙_2019.11.5. 지침 제233호.hwp
